n,m,p,w,optimal_solution,calc_time,gap,cuts,objective_value
40,7,1.0,5,integer infeasible,0.29599999997299165,,,
40,7,1.0,5,integer infeasible,0.34299999999348074,,,
40,7,1.0,5,integer infeasible,0.3279999999795109,,,
40,7,1.0,5,integer infeasible,0.26500000001396984,,,
40,9,0.6,1,integer optimal solution,0.03200000000651926,0.0,0,4.0
40,9,0.6,1,integer optimal solution,0.03100000007543713,0.0,0,1.0
40,9,0.6,1,integer optimal solution,0.01600000006146729,0.0,0,0.0
40,9,0.6,1,integer optimal solution,0.046999999904073775,0.0,0,1.0
40,9,0.6,1,integer optimal solution,0.062000000034458935,0.0,0,5.0
40,9,0.6,1,integer optimal solution,0.0470000000204891,0.0,0,2.0
40,9,0.6,1,integer optimal solution,0.03200000000651926,0.0,0,1.0
40,9,0.6,1,integer optimal solution,0.030999999959021807,0.0,0,1.0
40,9,0.6,1,integer optimal solution,0.015000000013969839,0.0,0,0.0
40,9,0.6,1,integer optimal solution,0.0470000000204891,0.0,0,1.0
40,9,0.6,10,integer infeasible,0.3279999999795109,,,
40,9,0.6,10,integer infeasible,0.3440000000409782,,,
40,9,0.6,10,integer infeasible,0.3440000000409782,,,
40,9,0.6,10,integer infeasible,0.25,,,
40,9,0.6,10,integer infeasible,0.2660000000614673,,,
40,9,0.6,10,integer infeasible,0.3119999999180436,,,
40,9,0.6,10,integer infeasible,0.3440000000409782,,,
40,9,0.6,10,integer infeasible,0.23400000005494803,,,
40,9,0.6,10,integer infeasible,0.31299999996554106,,,
40,9,0.6,10,integer infeasible,0.4059999999590218,,,
40,9,0.6,5,integer infeasible,19.20299999997951,,,
40,9,0.6,5,integer infeasible,0.23400000005494803,,,
40,9,0.6,5,integer infeasible,0.23499999998603016,,,
40,9,0.6,5,integer infeasible,0.21799999999348074,,,
40,9,0.6,5,integer infeasible,19.21799999999348,,,
40,9,0.6,5,integer infeasible,26.891000000061467,,,
40,9,0.6,5,integer infeasible,0.25,,,
40,9,0.6,5,integer infeasible,0.21899999992456287,,,
40,9,0.6,5,integer infeasible,14.030999999959022,,,
40,9,0.6,5,integer infeasible,0.15700000000651926,,,
40,9,0.8,1,integer optimal solution,0.015000000013969839,0.0,0,2.0
40,9,0.8,1,integer optimal solution,0.030999999959021807,0.0,0,1.0
40,9,0.8,1,integer optimal solution,0.030999999959021807,0.0,0,3.0
40,9,0.8,1,integer optimal solution,0.0470000000204891,0.0,0,2.0
40,9,0.8,1,integer optimal solution,0.046999999904073775,0.0,0,6.0
40,9,0.8,1,integer optimal solution,0.030999999959021807,0.0,0,3.0
40,9,0.8,1,integer optimal solution,0.030999999959021807,0.0,0,2.0
40,9,0.8,1,integer optimal solution,0.03100000007543713,0.0,0,1.0
40,9,0.8,1,integer optimal solution,0.03200000000651926,0.0,0,2.0
40,9,0.8,1,integer optimal solution,0.03100000007543713,0.0,0,1.0
40,9,0.8,10,integer infeasible,0.4530000000959262,,,
40,9,0.8,10,integer infeasible,0.46899999992456287,,,
40,9,0.8,10,integer infeasible,0.4839999999385327,,,
40,9,0.8,10,integer infeasible,0.4690000000409782,,,
40,9,0.8,10,integer infeasible,0.5,,,
40,9,0.8,10,integer infeasible,0.4690000000409782,,,
40,9,0.8,10,integer infeasible,0.39000000001396984,,,
40,9,0.8,10,integer infeasible,0.43700000003445894,,,
40,9,0.8,10,integer infeasible,0.42099999997299165,,,
40,9,0.8,10,integer infeasible,0.48499999998603016,,,
40,9,0.8,5,integer infeasible,0.1880000000819564,,,
40,9,0.8,5,integer infeasible,0.2029999999795109,,,
40,9,0.8,5,integer infeasible,0.2190000000409782,,,
40,9,0.8,5,integer infeasible,0.31299999996554106,,,
40,9,0.8,5,integer infeasible,0.28100000007543713,,,
40,9,0.8,5,integer infeasible,0.2809999999590218,,,
40,9,0.8,5,integer infeasible,0.2969999999040738,,,
40,9,0.8,5,integer infeasible,0.2809999999590218,,,
40,9,0.8,5,integer infeasible,0.29599999997299165,,,
40,9,0.8,5,integer infeasible,0.26599999994505197,,,
40,9,1.0,1,integer optimal solution,0.0470000000204891,0.0,0,3.0
40,9,1.0,1,integer optimal solution,0.0470000000204891,0.0,0,1.0
40,9,1.0,1,integer optimal solution,0.046999999904073775,0.0,0,2.0
40,9,1.0,1,integer optimal solution,0.0470000000204891,0.0,0,1.0
40,9,1.0,1,integer optimal solution,0.046999999904073775,0.0,0,3.0
40,9,1.0,1,integer optimal solution,0.0470000000204891,0.0,0,5.0
40,9,1.0,1,integer optimal solution,0.06300000008195639,0.0,0,6.0
40,9,1.0,1,integer optimal solution,0.0470000000204891,0.0,0,3.0
40,9,1.0,1,integer optimal solution,0.045999999972991645,0.0,0,5.0
40,9,1.0,1,integer optimal solution,0.062000000034458935,0.0,0,10.0
40,9,1.0,10,integer infeasible,1.015999999945052,,,
40,9,1.0,10,integer infeasible,1.0150000000139698,,,
40,9,1.0,10,integer infeasible,1.0309999999590218,,,
40,9,1.0,10,integer infeasible,0.890999999945052,,,
40,9,1.0,10,integer infeasible,0.8279999999795109,,,
40,9,1.0,10,integer infeasible,0.8279999999795109,,,
40,9,1.0,10,integer infeasible,0.6870000000344589,,,
40,9,1.0,10,integer infeasible,0.8279999999795109,,,
40,9,1.0,10,integer infeasible,0.875,,,
40,9,1.0,10,integer infeasible,0.6089999999385327,,,
40,9,1.0,5,integer infeasible,0.2339999999385327,,,
40,9,1.0,5,integer infeasible,0.2029999999795109,,,
40,9,1.0,5,integer infeasible,0.21899999992456287,,,
40,9,1.0,5,integer infeasible,0.25,,,
40,9,1.0,5,integer infeasible,0.2190000000409782,,,
40,9,1.0,5,integer infeasible,0.23499999998603016,,,
40,9,1.0,5,integer infeasible,0.2190000000409782,,,
40,9,1.0,5,integer infeasible,0.20400000002700835,,,
40,9,1.0,5,integer infeasible,0.2190000000409782,,,
40,9,1.0,5,integer infeasible,0.21899999992456287,,,
